"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002310475.1_ASM231047v1","GCF_010669245.1_ASM1066924v1","GCF_012219705.1_ASM1221970v1","GCF_012219925.1_ASM1221992v1","GCF_012220065.1_ASM1222006v1","GCF_012220405.1_ASM1222040v1"
"gmuD_1","","6-phospho-beta-glucosidase GmuD","5","5","1","1","3230","1","809","","1421","1421","1421","GCF_002310475.1_01484","GCF_010669245.1_01292","GCF_012219705.1_00556","","GCF_012220065.1_00473","GCF_012220405.1_00456"
"group_1213","","hypothetical protein","5","5","1","1","3294","1","804","","470","470","470","GCF_002310475.1_01495","GCF_010669245.1_01290","GCF_012219705.1_00558","","GCF_012220065.1_00475","GCF_012220405.1_00458"
"group_1214","","hypothetical protein","5","5","1","1","3296","1","803","","536","536","536","GCF_002310475.1_01496","GCF_010669245.1_01289","GCF_012219705.1_00559","","GCF_012220065.1_00476","GCF_012220405.1_00459"
"group_122","dinB_1","hypothetical protein","5","5","1","1","440","1","290","","635","1892","886","","GCF_010669245.1_01621","GCF_012219705.1_00202","GCF_012219925.1_00152","GCF_012220065.1_00144","GCF_012220405.1_00141"
"group_1256","","hypothetical protein","5","5","1","1","1894","29","3","","326","326","326","GCF_002310475.1_01589","","GCF_012219705.1_00602","GCF_012219925.1_00747","GCF_012220065.1_00577","GCF_012220405.1_00506"
"group_1257","","hypothetical protein","5","5","1","1","1895","29","2","","356","356","356","GCF_002310475.1_01590","","GCF_012219705.1_00603","GCF_012219925.1_00748","GCF_012220065.1_00578","GCF_012220405.1_00507"
"group_1259","","hypothetical protein","5","5","1","1","1846","23","1","","767","767","767","GCF_002310475.1_01621","GCF_010669245.1_01166","GCF_012219705.1_00635","GCF_012219925.1_00785","GCF_012220065.1_00609",""
"ptsG","","PTS system glucose-specific EIICBA component","5","5","1","1","1845","23","2","","1634","1634","1634","GCF_002310475.1_01622","GCF_010669245.1_01165","GCF_012219705.1_00636","GCF_012219925.1_00786","GCF_012220065.1_00610",""
"crr","","PTS system glucose-specific EIIA component","5","5","1","1","1843","23","5","","479","479","479","GCF_002310475.1_01624","GCF_010669245.1_01163","GCF_012219705.1_00638","GCF_012219925.1_00789","GCF_012220065.1_00612",""
"group_1263","","hypothetical protein","5","5","1","1","3059","73","1","","929","929","929","GCF_002310475.1_01703","","GCF_012219705.1_00714","GCF_012219925.1_00871","GCF_012220065.1_00688","GCF_012220405.1_00620"
"comC","","Type 4 prepilin-like proteins leader peptide-processing enzyme","5","5","1","1","3130","97","1","","674","674","674","GCF_002310475.1_01790","","GCF_012219705.1_00800","GCF_012219925.1_00972","GCF_012220065.1_00775","GCF_012220405.1_00706"
"group_1267","","Phosphorylated carbohydrates phosphatase","5","5","1","1","2757","72","1","","617","617","617","GCF_002310475.1_01868","","GCF_012219705.1_00980","GCF_012219925.1_01553","GCF_012220065.1_00870","GCF_012220405.1_00884"
"murQ","","N-acetylmuramic acid 6-phosphate etherase","5","5","1","1","2020","32","4","","893","893","893","GCF_002310475.1_01903","GCF_010669245.1_00411","GCF_012219705.1_01015","GCF_012219925.1_01517","GCF_012220065.1_00905",""
"group_1273","","hypothetical protein","5","5","1","1","2904","101","1","","377","377","377","GCF_002310475.1_01976","GCF_010669245.1_00487","GCF_012219705.1_01085","","GCF_012220065.1_00974","GCF_012220405.1_01001"
"group_1274","","hypothetical protein","5","5","1","1","4110","59","2","","365","365","365","GCF_002310475.1_01993","GCF_010669245.1_00507","GCF_012219705.1_01102","GCF_012219925.1_01424","GCF_012220065.1_00991",""
"yxdL_2","","ABC transporter ATP-binding protein YxdL","5","5","1","1","2421","11","8","","752","752","752","GCF_002310475.1_02028","GCF_010669245.1_00540","GCF_012219705.1_01187","","GCF_012220065.1_01070","GCF_012220405.1_01185"
"yxdM","","ABC transporter permease protein YxdM","5","5","1","1","2422","11","6","","1976","1976","1976","GCF_002310475.1_02029","GCF_010669245.1_00541","GCF_012219705.1_01188","","GCF_012220065.1_01071","GCF_012220405.1_01184"
"graR","","Response regulator protein GraR","5","5","1","1","2423","11","5","","656","656","656","GCF_002310475.1_02030","GCF_010669245.1_00542","GCF_012219705.1_01189","","GCF_012220065.1_01072","GCF_012220405.1_01183"
"rcsC","","Sensor histidine kinase RcsC","5","5","1","1","2425","11","4","","956","956","956","GCF_002310475.1_02031","GCF_010669245.1_00543","GCF_012219705.1_01190","","GCF_012220065.1_01073","GCF_012220405.1_01182"
"group_1280","","hypothetical protein","5","5","1","1","2417","15","7","","770","770","770","GCF_002310475.1_02049","","GCF_012219705.1_01208","GCF_012219925.1_01378","GCF_012220065.1_01091","GCF_012220405.1_01164"
"group_1283","","hypothetical protein","5","5","1","1","2468","18","3","","869","869","869","GCF_002310475.1_02066","GCF_010669245.1_00574","GCF_012219705.1_01224","","GCF_012220065.1_01177","GCF_012220405.1_01078"
"group_1284","","hypothetical protein","5","5","1","1","2467","18","2","","785","785","785","GCF_002310475.1_02067","GCF_010669245.1_00575","GCF_012219705.1_01225","","GCF_012220065.1_01178","GCF_012220405.1_01077"
"urdA_2","","Urocanate reductase","5","5","1","1","1561","6","9","","620","620","620","GCF_002310475.1_02091","","GCF_012219705.1_01249","GCF_012219925.1_01297","GCF_012220065.1_01200","GCF_012220405.1_01052"
"cynR","","HTH-type transcriptional regulator CynR","5","5","1","1","1562","6","10","","926","926","926","GCF_002310475.1_02092","","GCF_012219705.1_01250","GCF_012219925.1_01296","GCF_012220065.1_01201","GCF_012220405.1_01051"
"apbE_1","","FAD:protein FMN transferase","5","5","1","1","1563","6","11","","923","923","923","GCF_002310475.1_02093","","GCF_012219705.1_01251","GCF_012219925.1_01295","GCF_012220065.1_01202","GCF_012220405.1_01050"
"group_1290","","hypothetical protein","5","5","1","1","1564","6","12","","980","980","980","GCF_002310475.1_02094","","GCF_012219705.1_01252","GCF_012219925.1_01294","GCF_012220065.1_01203","GCF_012220405.1_01049"
"group_1291","","hypothetical protein","5","5","1","1","2039","6","13","","266","266","266","GCF_002310475.1_02095","","GCF_012219705.1_01253","GCF_012219925.1_01292","GCF_012220065.1_01204","GCF_012220405.1_01048"
"glpE_2","","Thiosulfate sulfurtransferase GlpE","5","5","1","1","2040","6","14","","314","314","314","GCF_002310475.1_02096","","GCF_012219705.1_01254","GCF_012219925.1_01291","GCF_012220065.1_01205","GCF_012220405.1_01047"
"group_136","","hypothetical protein","5","5","1","1","1136","1","494","","734","3965","3173","GCF_002310475.1_00487","GCF_010669245.1_00069","","GCF_012219925.1_02039","GCF_012220065.1_01734","GCF_012220405.1_01718"
"group_145","","hypothetical protein","5","5","1","1","4227","1","1201","","1262","1262","1262","GCF_002310475.1_00583","GCF_010669245.1_02270","","GCF_012219925.1_02141","GCF_012220065.1_00071","GCF_012220405.1_00072"
"mdrP","","Na(+), Li(+), K(+)/H(+) antiporter","5","5","1","1","4332","1","103","","353","1241","1063","GCF_002310475.1_00703","GCF_010669245.1_02175","GCF_012219705.1_02093","","GCF_012220065.1_01958","GCF_012220405.1_01925"
"group_174","","hypothetical protein","5","5","1","1","2418","15","2","","764","764","764","GCF_002310475.1_02048","","GCF_012219705.1_01207","GCF_012219925.1_01377","GCF_012220065.1_01090","GCF_012220405.1_01165"
"group_175","","hypothetical protein","5","5","1","1","2444","15","4","","272","2909","1728","GCF_002310475.1_02052","GCF_010669245.1_00561","GCF_012219705.1_01211","","GCF_012220065.1_01094","GCF_012220405.1_01162"
"group_191","","hypothetical protein","5","5","1","1","4215","102","1","","2417","2420","2417","GCF_002310475.1_00574","GCF_010669245.1_02280","","GCF_012219925.1_02132","GCF_012220065.1_01823","GCF_012220405.1_01807"
"group_202","","hypothetical protein","5","5","1","1","4146","54","1","","1013","1796","1362","GCF_002310475.1_00988","GCF_010669245.1_01854","GCF_012219705.1_02377","GCF_012219925.1_02517","GCF_012220065.1_02244",""
"bglG","","Cryptic beta-glucoside bgl operon antiterminator","5","5","1","1","193","17","7","","170","845","447","","GCF_010669245.1_01635","GCF_012219705.1_00187","GCF_012219925.1_00140","GCF_012220065.1_00127","GCF_012220405.1_00127"
"group_209","","hypothetical protein","5","5","1","1","413","8","12","","353","470","441","GCF_002310475.1_01213","GCF_010669245.1_01584","GCF_012219705.1_00236","GCF_012219925.1_00391","GCF_012220065.1_00178",""
"melD_1","","Melibiose/raffinose/stachyose import permease protein MelD","5","5","1","1","3032","48","1","","98","914","631","GCF_002310475.1_01678","GCF_010669245.1_00180","GCF_012219705.1_00690","","GCF_012220065.1_00664","GCF_012220405.1_00595"
"group_219","","Cell wall protein","5","5","1","1","3092","33","4","","584","1823","947","GCF_002310475.1_01754","GCF_010669245.1_00260","GCF_012219705.1_00764","","GCF_012220065.1_00738","GCF_012220405.1_00670"
"nox","","hypothetical protein","5","5","1","1","2387","1","21","","137","1388","637","","GCF_010669245.1_00533","GCF_012219705.1_01127","GCF_012219925.1_01399","GCF_012220065.1_01016","GCF_012220405.1_01194"
"bglK_2","","Beta-glucoside kinase","5","5","1","1","626","4","4","","128","881","730","","GCF_010669245.1_00130","GCF_012219705.1_01792","GCF_012219925.1_01988","GCF_012220065.1_01689","GCF_012220405.1_01672"
"rfbC_2","","dTDP-4-dehydrorhamnose 3,5-epimerase","5","5","1","1","2561","6","6","","590","638","599","GCF_002310475.1_02099","","GCF_012219705.1_01257","GCF_012219925.1_01287","GCF_012220065.1_01208","GCF_012220405.1_01044"
"ulaD","","3-keto-L-gulonate-6-phosphate decarboxylase UlaD","5","5","1","1","1575","63","1","","188","641","550","GCF_002310475.1_00879","GCF_010669245.1_01983","GCF_012219705.1_02270","GCF_012219925.1_00302","GCF_012220065.1_02136",""
"group_269","","hypothetical protein","5","5","1","1","1302","12","3","","362","779","556","GCF_002310475.1_00965","GCF_010669245.1_01880","GCF_012219705.1_02355","GCF_012219925.1_00217","GCF_012220065.1_02222",""
"group_280","","hypothetical protein","5","5","1","1","414","8","13","","305","326","317","GCF_002310475.1_01212","GCF_010669245.1_01585","GCF_012219705.1_00235","GCF_012219925.1_00390","GCF_012220065.1_00177",""
"group_281","","hypothetical protein","5","5","1","1","411","8","10","","401","623","578","GCF_002310475.1_01215","GCF_010669245.1_01582","GCF_012219705.1_00238","GCF_012219925.1_00393","GCF_012220065.1_00180",""
"group_343","","hypothetical protein","5","5","1","1","1764","69","2","","455","554","534","GCF_002310475.1_00045","GCF_010669245.1_00731","GCF_012219705.1_01402","GCF_012219925.1_01086","","GCF_012220405.1_01332"
"group_3437","","hypothetical protein","5","5","1","1","561","1","1069","","578","578","578","GCF_002310475.1_00437","GCF_010669245.1_00144","GCF_012219705.1_01779","","GCF_012220065.1_01677","GCF_012220405.1_01660"
"group_350","","hypothetical protein","5","5","1","1","4008","62","2","","1001","2513","2210","GCF_002310475.1_00104","GCF_010669245.1_00765","","GCF_012219925.1_01053","GCF_012220065.1_01379","GCF_012220405.1_01362"
"group_351","","hypothetical protein","5","5","1","1","4022","1","229","","683","683","683","GCF_002310475.1_00106","GCF_010669245.1_00768","GCF_012219705.1_01433","","GCF_012220065.1_01381","GCF_012220405.1_01364"
"pox5","","Pyruvate oxidase","5","5","1","1","3862","65","1","","662","1790","1564","GCF_002310475.1_00239","GCF_010669245.1_00916","GCF_012219705.1_01594","GCF_012219925.1_01686","GCF_012220065.1_01493",""
"manZ_3","","PTS system mannose-specific EIID component","5","5","1","1","3735","49","3","","539","1016","920","GCF_002310475.1_00354","GCF_010669245.1_01039","GCF_012219705.1_01709","","GCF_012220065.1_01609","GCF_012220405.1_01590"
"group_379","btuD_5","Vitamin B12 import ATP-binding protein BtuD","5","5","1","1","620","4","12","","887","1565","1429","","GCF_010669245.1_00125","GCF_012219705.1_01804","GCF_012219925.1_02001","GCF_012220065.1_01700","GCF_012220405.1_01684"
"group_382","","Putative multidrug export ATP-binding/permease protein","5","5","1","1","609","25","8","","554","1796","1547","GCF_002310475.1_00457","GCF_010669245.1_00120","","GCF_012219925.1_02009","GCF_012220065.1_01703","GCF_012220405.1_01688"
"idi","","Isopentenyl-diphosphate Delta-isomerase","5","5","1","1","417","8","14","","122","506","429","GCF_002310475.1_01209","GCF_010669245.1_01587","GCF_012219705.1_00233","GCF_012219925.1_00388","GCF_012220065.1_00175",""
"yybR","","putative HTH-type transcriptional regulator YybR","5","5","1","1","412","8","11","","335","344","342","GCF_002310475.1_01214","GCF_010669245.1_01583","GCF_012219705.1_00237","GCF_012219925.1_00392","GCF_012220065.1_00179",""
"group_4261","","hypothetical protein","5","5","1","1","4275","1","972","","308","308","308","GCF_002310475.1_00590","","GCF_012219705.1_01959","GCF_012219925.1_00182","GCF_012220065.1_00079","GCF_012220405.1_00080"
"group_4268","","hypothetical protein","5","5","1","1","4229","1","1198","","1589","1589","1589","GCF_002310475.1_00585","GCF_010669245.1_02268","","GCF_012219925.1_02143","GCF_012220065.1_00073","GCF_012220405.1_00074"
"mdtD","","Putative multidrug resistance protein MdtD","5","5","1","1","3364","55","1","","734","1412","1276","GCF_002310475.1_01351","","GCF_012219705.1_00364","GCF_012219925.1_00549","GCF_012220065.1_00311","GCF_012220405.1_00310"
"ylmA","","putative ABC transporter ATP-binding protein YlmA","5","5","1","1","3415","61","1","","302","782","686","GCF_002310475.1_01368","GCF_010669245.1_01413","GCF_012219705.1_00383","GCF_012219925.1_00572","GCF_012220065.1_00355",""
"group_460","","hypothetical protein","5","5","1","1","1896","29","1","","254","362","340","GCF_002310475.1_01591","","GCF_012219705.1_00604","GCF_012219925.1_00749","GCF_012220065.1_00579","GCF_012220405.1_00508"
"cof_1","","HMP-PP phosphatase","5","5","1","1","1844","23","4","","458","740","683","GCF_002310475.1_01623","GCF_010669245.1_01164","GCF_012219705.1_00637","GCF_012219925.1_00788","GCF_012220065.1_00611",""
"group_470","","hypothetical protein","5","5","1","1","3012","44","1","","371","689","625","","GCF_010669245.1_00160","GCF_012219705.1_00672","GCF_012219925.1_00823","GCF_012220065.1_00646","GCF_012220405.1_00577"
"pdxK_1","","Pyridoxine kinase","5","5","1","1","3014","66","2","","416","818","737","","GCF_010669245.1_00162","GCF_012219705.1_00674","GCF_012219925.1_00825","GCF_012220065.1_00648","GCF_012220405.1_00579"
"group_478","","hypothetical protein","5","5","1","1","3079","30","1","","620","1958","1690","GCF_002310475.1_01744","GCF_010669245.1_00249","GCF_012219705.1_00755","","GCF_012220065.1_00729","GCF_012220405.1_00661"
"group_488","","hypothetical protein","5","5","1","1","2936","56","2","","296","539","490","GCF_002310475.1_01946","GCF_010669245.1_00458","","GCF_012219925.1_01472","GCF_012220065.1_00946","GCF_012220405.1_00968"
"COQ3","","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","5","5","1","1","2559","6","3","","770","815","788","GCF_002310475.1_02101","","GCF_012219705.1_01260","GCF_012219925.1_01285","GCF_012220065.1_01210","GCF_012220405.1_01042"
"group_504","","hypothetical protein","5","5","1","1","2585","1","575","","905","1376","1281","GCF_002310475.1_02156","GCF_010669245.1_00656","GCF_012219705.1_01314","GCF_012219925.1_01227","GCF_012220065.1_01264",""
"group_53","","hypothetical protein","5","5","1","1","738","37","5","","1196","4379","3097","GCF_002310475.1_01412","GCF_010669245.1_01368","GCF_012219705.1_00486","GCF_012219925.1_00618","GCF_012220065.1_00401",""
"ybiT_2","","putative ABC transporter ATP-binding protein YbiT","5","5","1","1","4025","1","230","","386","1589","1336","GCF_002310475.1_00107","GCF_010669245.1_00769","GCF_012219705.1_01434","GCF_012219925.1_01050","GCF_012220065.1_01382",""
"group_585","","hypothetical protein","5","5","1","1","1770","70","2","","194","194","194","GCF_002310475.1_00050","GCF_010669245.1_00740","","GCF_012219925.1_01078","GCF_012220065.1_01354","GCF_012220405.1_01337"
"comEA","","ComE operon protein 1","5","5","1","1","3791","88","1","","653","653","653","GCF_002310475.1_00309","GCF_010669245.1_00989","GCF_012219705.1_01665","","GCF_012220065.1_01564","GCF_012220405.1_01546"
"group_62","","hypothetical protein","5","5","1","1","3203","14","8","","437","1184","774","GCF_002310475.1_01462","","GCF_012219705.1_00535","GCF_012219925.1_00673","GCF_012220065.1_00452","GCF_012220405.1_00434"
"arsD","","Arsenical resistance operon trans-acting repressor ArsD","5","5","1","1","3643","1","991","","434","434","434","GCF_002310475.1_00428","GCF_010669245.1_01103","GCF_012219705.1_01769","","GCF_012220065.1_01668","GCF_012220405.1_01649"
"group_631","","hypothetical protein","5","5","1","1","635","4","15","","1154","1622","1528","GCF_002310475.1_00451","","GCF_012219705.1_01801","GCF_012219925.1_01996","GCF_012220065.1_01697","GCF_012220405.1_01681"
"rpoN1","","RNA polymerase sigma-54 factor 1","5","5","1","1","1312","3","50","","1343","1343","1343","GCF_002310475.1_00911","GCF_010669245.1_01933","GCF_012219705.1_02301","","GCF_012220065.1_02168","GCF_012220405.1_02140"
"group_702","","hypothetical protein","5","5","1","1","1297","12","5","","275","1085","761","GCF_002310475.1_00960","GCF_010669245.1_01882","GCF_012219705.1_02350","GCF_012219925.1_00219","GCF_012220065.1_02217",""
"group_703","","hypothetical protein","5","5","1","1","1301","12","9","","197","716","508","GCF_002310475.1_00964","GCF_010669245.1_01881","GCF_012219705.1_02354","GCF_012219925.1_00218","GCF_012220065.1_02221",""
"group_729","","hypothetical protein","5","5","1","1","415","8","15","","431","431","431","GCF_002310475.1_01211","GCF_010669245.1_01586","GCF_012219705.1_00234","GCF_012219925.1_00389","GCF_012220065.1_00176",""
